Category,Title,Price,color,URL,HTML_File
Phone,گوشی موبایل سامسونگ مدل Galaxy A05s دو سیم کارت ظرفیت 64 گیگابایت و رم 4 گیگابایت,۹۷۵۰۰۰۰,مشکی,https://www.digikala.com/product/dkp-13804607/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-%D9%85%D8%AF%D9%84-galaxy-a05s-%D8%AF%D9%88-%D8%B3%DB%8C%D9%85-%DA%A9%D8%A7%D8%B1%D8%AA-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-64-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA-%D9%88-%D8%B1%D9%85-4-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/,digikala_pages\Phone_40.html
cooking,پلوپز پارس خزر مدل RC-61 Tyan,۳۴۰۰۰۰۰,سفید,https://www.digikala.com/product/dkp-26662/%D9%BE%D9%84%D9%88%D9%BE%D8%B2-%D9%BE%D8%A7%D8%B1%D8%B3-%D8%AE%D8%B2%D8%B1-%D9%85%D8%AF%D9%84-rc-61-tyan/,digikala_pages\cooking_41.html
cooking,سرخ‌کن بدون روغن گوسونیک، 7 لیتری، نمایشگر لمسی رنگی، دارای 12 برنامه پخت، سیستم خاموشی خودکار، ظرف متحرک و قابل شست‌وشو، مدل دو المنت GAF -837,۴۳۷۹۱۷۰,مشکی,https://www.digikala.com/product/dkp-15185320/%D9%87%D9%88%D8%A7%D9%BE%D8%B2-7-%D9%84%DB%8C%D8%AA%D8%B1%DB%8C-%DA%AF%D9%88%D8%B3%D9%88%D9%86%DB%8C%DA%A9-%D9%85%D8%AF%D9%84-%D8%AF%D9%88-%D8%A7%D9%84%D9%85%D9%86%D8%AA-gaf-837/,digikala_pages\cooking_42.html
cooking,هواپز 6.5 لیتری تز مدل AM9000,۷۳۹۰۰۰۰,مشکی,https://www.digikala.com/product/dkp-18442741/%D9%87%D9%88%D8%A7%D9%BE%D8%B2-65-%D9%84%DB%8C%D8%AA%D8%B1%DB%8C-%D8%AA%D8%B2-%D9%85%D8%AF%D9%84-am9000/?ad_variant_id=64742495,digikala_pages\cooking_43.html
cooking,پلوپز مدل KH-5511,۳۸۲۲۰۰۰,کرم,https://www.digikala.com/product/dkp-17524980/%D9%BE%D9%84%D9%88%D9%BE%D8%B2-%D9%85%D8%AF%D9%84-kh-5511/?ad_variant_id=62309084,digikala_pages\cooking_44.html
cooking,تخم مرغ پز بلک اند دکر مدل Eg200,۱۴۷۹۴۵۰,سفید,https://www.digikala.com/product/dkp-14064257/%D8%AA%D8%AE%D9%85-%D9%85%D8%B1%D8%BA-%D9%BE%D8%B2-%D8%A8%D9%84%DA%A9-%D8%A7%D9%86%D8%AF-%D8%AF%DA%A9%D8%B1-%D9%85%D8%AF%D9%84-eg200/,digikala_pages\cooking_45.html
cooking,سرخ‌کن بدون روغن فیلیپس، ظرفیت 6.2 لیتری، دارای صفحه نمایش لمسی، مدل HD9270,۸۰۰۰۰۰۰,مشکی,https://www.digikala.com/product/dkp-12546496/%D8%B3%D8%B1%D8%AE%DA%A9%D9%86-62-%D9%84%DB%8C%D8%AA%D8%B1%DB%8C-%D9%81%DB%8C%D9%84%DB%8C%D9%BE%D8%B3-%D9%85%D8%AF%D9%84-hd9270/,digikala_pages\cooking_46.html
cooking,ساندویچ ساز گوسونیک مدل GSM 605,۳۵۰۰۰۰۰,استیل,https://www.digikala.com/product/dkp-14423285/%D8%B3%D8%A7%D9%86%D8%AF%D9%88%DB%8C%DA%86-%D8%B3%D8%A7%D8%B2-%DA%AF%D9%88%D8%B3%D9%88%D9%86%DB%8C%DA%A9-%D9%85%D8%AF%D9%84-gsm-605/,digikala_pages\cooking_47.html
cooking,سرخ‌کن بدون روغن فیلیپس، 6 لیتری، صفحه نمایش دیجیتال، دارای دکمه توقف عملیات، مدل 9270,۷۷۵۲۵۱۰,مشکی,https://www.digikala.com/product/dkp-7439603/%D8%B3%D8%B1%D8%AE-%DA%A9%D9%86-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%88%D8%BA%D9%86-%D9%81%DB%8C%D9%84%DB%8C%D9%BE%D8%B3-%D9%85%D8%AF%D9%84-9270/,digikala_pages\cooking_48.html
cooking,تخم مرغ پز فوما مدل Fu-853,۱۱۹۹۰۰۰,استیل,https://www.digikala.com/product/dkp-879953/%D8%AA%D8%AE%D9%85-%D9%85%D8%B1%D8%BA-%D9%BE%D8%B2-%D9%81%D9%88%D9%85%D8%A7-%D9%85%D8%AF%D9%84-fu-853/,digikala_pages\cooking_49.html
cooking,وافل ساز سانیز مدل مینی سانی,۱۰۹۰۰۰۰,رزبری,https://www.digikala.com/product/dkp-4544951/%D9%88%D8%A7%D9%81%D9%84-%D8%B3%D8%A7%D8%B2-%D8%B3%D8%A7%D9%86%DB%8C%D8%B2-%D9%85%D8%AF%D9%84-%D9%85%DB%8C%D9%86%DB%8C-%D8%B3%D8%A7%D9%86%DB%8C/,digikala_pages\cooking_50.html
